CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,BalanceSalaryRatio,ProductDensity,EngagementProductInteraction,AgeTenureInteraction,IsZeroBalance,CreditScoreBand,Geography_Germany,Geography_Spain,Gender_Male,Exited
520,34,3,0.0,2,1,1,104703.96,0.0,0.5,2,102,1,1,False,False,True,0
719,44,4,0.0,1,0,0,84972.9,0.0,0.2,0,176,1,3,False,True,True,1
554,30,6,135370.12,1,1,1,179689.05,0.7533576475541868,0.14285714285714285,1,180,0,1,False,True,True,1
526,58,9,190298.89,2,1,1,191263.76,0.9949552910546412,0.2,2,522,0,1,True,False,True,0
655,27,2,131691.33,1,1,0,49480.66,2.661470764483305,0.3333333333333333,0,54,0,2,False,False,True,0
833,28,4,136674.51,2,0,0,5278.78,25.89130631966263,0.4,0,112,0,5,False,False,False,0
673,47,1,183579.54,2,0,1,34047.54,5.391859147374763,1.0,2,47,0,3,True,False,True,0
494,25,6,0.0,2,0,1,109988.09,0.0,0.2857142857142857,2,150,1,1,False,False,True,0
691,33,1,128306.83,1,1,1,113580.79,1.1296525583143977,0.5,1,33,0,3,False,False,False,0
679,39,5,0.0,2,1,1,100060.54,0.0,0.3333333333333333,2,195,1,3,False,True,True,0
787,42,10,145988.65,2,1,1,79510.37,1.8360957193151524,0.18181818181818182,2,420,0,4,False,False,False,0
612,46,9,161450.03,1,1,1,96961.0,1.6651027732628056,0.1,1,414,0,2,True,False,True,1
529,31,2,164003.05,2,1,1,60993.23,2.6888730109441834,0.6666666666666666,2,62,0,1,False,False,False,0
639,38,5,130170.82,1,1,1,149599.62,0.8701280123514343,0.16666666666666666,1,190,0,2,True,False,True,0
678,29,6,0.0,2,1,0,64443.75,0.0,0.2857142857142857,0,174,1,3,False,True,True,0
564,26,7,84006.88,2,0,0,183490.99,0.4578256403736346,0.25,0,182,0,1,False,False,True,0
527,39,9,96748.89,2,1,0,94711.43,1.0215122926449163,0.2,0,351,0,1,True,False,False,0
579,39,2,151963.26,2,1,0,158948.63,0.9560526567548518,0.6666666666666666,0,78,0,1,False,True,False,0
615,35,7,0.0,2,1,0,150784.29,0.0,0.25,0,245,1,2,False,False,True,0
678,39,6,0.0,1,0,1,185366.56,0.0,0.14285714285714285,1,234,1,3,False,True,False,0
692,47,3,0.0,2,1,0,150802.41,0.0,0.5,0,141,1,3,False,True,False,1
792,59,9,101609.77,1,0,0,161479.19,0.629243743415921,0.1,0,531,0,4,True,False,False,1
616,71,4,0.0,2,1,1,173599.38,0.0,0.4,2,284,1,2,False,True,True,0
639,27,8,0.0,2,1,0,192247.35,0.0,0.2222222222222222,0,216,1,2,False,False,True,0
659,30,8,154159.51,1,1,0,40441.1,3.8119514552321294,0.1111111111111111,0,240,0,2,True,False,False,0
710,62,9,148214.36,1,1,0,48571.14,3.0514902470262895,0.1,0,558,0,3,True,False,False,1
633,47,0,0.0,1,1,1,6342.84,0.0,1.0,1,0,1,2,False,False,False,1
639,39,1,141789.15,1,1,0,92455.96,1.5335858283064328,0.5,0,39,0,2,False,True,False,0
523,26,4,0.0,2,1,0,185488.81,0.0,0.4,0,104,1,1,False,False,False,0
773,25,2,135903.33,1,1,0,73656.38,1.8450992296682907,0.3333333333333333,0,50,0,4,False,False,True,0
655,34,7,118028.35,1,1,0,51226.32,2.3040567817031548,0.125,0,238,0,2,True,False,True,1
635,34,3,134692.4,2,1,1,83773.02,1.6078255266241108,0.5,2,102,0,2,False,False,True,0
581,29,8,0.0,2,1,0,46735.19,0.0,0.2222222222222222,0,232,1,2,False,True,False,0
756,41,6,149049.92,1,0,1,50422.36,2.9560282382070966,0.14285714285714285,1,246,0,4,True,False,True,1
474,37,3,98431.37,1,0,0,75698.44,1.3003090948598108,0.25,0,111,0,1,False,False,True,0
769,41,1,72509.91,1,1,0,25723.73,2.818794552624414,0.5,0,41,0,4,False,True,True,0
536,53,2,143923.96,1,1,0,2019.78,71.25724580337598,0.3333333333333333,0,106,0,1,False,True,True,1
655,39,6,94631.26,2,1,1,148948.52,0.63532863568812,0.2857142857142857,2,234,0,2,False,False,False,0
718,25,4,108691.95,1,1,0,63030.97,1.7244213439564007,0.2,0,100,0,3,False,False,False,0
574,54,1,99774.5,1,0,0,4896.11,20.37832074435045,0.5,0,54,0,1,True,False,True,1
558,31,7,0.0,2,1,0,166720.28,0.0,0.25,0,217,1,1,False,True,False,0
701,37,3,0.0,2,1,1,164268.28,0.0,0.5,2,111,1,3,False,False,False,0
656,47,1,0.0,2,1,1,197961.93,0.0,1.0,2,47,1,2,False,True,True,0
509,38,2,0.0,1,0,0,168460.12,0.0,0.3333333333333333,0,76,1,1,False,True,True,0
709,32,2,0.0,2,0,0,109681.29,0.0,0.6666666666666666,0,64,1,3,False,False,False,0
665,37,5,160389.82,1,0,1,183542.08,0.8738585723727559,0.16666666666666666,1,185,0,2,False,False,False,0
690,21,8,0.0,2,1,1,155782.89,0.0,0.2222222222222222,2,168,1,3,False,False,True,0
592,28,5,137222.77,1,0,0,39608.58,3.4644708292126483,0.16666666666666666,0,140,0,2,False,False,True,0
850,45,5,174088.3,4,1,0,5669.31,30.707140722467607,0.6666666666666666,0,225,0,5,False,True,False,1
643,41,2,127841.52,1,1,0,172363.41,0.7416975563390066,0.3333333333333333,0,82,0,2,True,False,True,0
700,32,8,110923.15,2,1,1,161845.81,0.6853631243176121,0.2222222222222222,2,256,0,3,False,False,False,1
670,42,3,81589.04,1,1,0,188227.8,0.43345903208541214,0.25,0,126,0,2,False,True,True,0
850,38,7,80293.98,1,0,0,126555.74,0.6344554581196044,0.125,0,266,0,5,False,False,True,0
653,37,3,125734.2,2,1,0,134625.09,0.933958149993185,0.5,0,111,0,2,True,False,False,1
703,44,6,98862.54,1,1,0,151516.7,0.6524860955877966,0.14285714285714285,0,264,0,3,False,False,True,0
485,30,5,156771.68,1,1,1,141148.21,1.1106884033378057,0.16666666666666666,1,150,0,1,True,False,False,0
549,45,3,143734.01,2,1,1,96404.38,1.4909489589426235,0.5,2,135,0,1,True,False,False,0
468,42,9,181627.14,2,1,0,172668.39,1.0518841346638381,0.2,0,378,0,1,True,False,True,0
757,49,2,0.0,2,0,0,164482.92,0.0,0.6666666666666666,0,98,1,4,False,False,False,0
420,34,1,135549.9,1,0,0,149471.13,0.906863419036794,0.5,0,34,0,1,True,False,False,1
659,48,4,123593.22,2,1,0,82469.06,1.4986616798894197,0.4,0,192,0,2,True,False,True,1
549,46,7,0.0,1,1,1,109057.56,0.0,0.125,1,322,1,1,False,False,False,0
738,38,5,177997.07,1,0,1,19233.41,9.254576801032444,0.16666666666666666,1,190,0,3,False,True,True,0
556,46,3,131764.96,1,1,1,108500.66,1.214416207226625,0.25,1,138,0,1,False,True,True,1
735,53,8,123845.36,2,0,1,170454.93,0.72655780621466,0.2222222222222222,2,424,0,3,False,False,False,1
671,29,6,0.0,2,0,0,12048.67,0.0,0.2857142857142857,0,174,1,3,False,True,False,0
809,24,7,109558.36,1,1,0,183515.13,0.5969990594203486,0.125,0,168,0,5,False,False,True,0
804,71,8,0.0,2,0,1,147995.96,0.0,0.2222222222222222,2,568,1,5,False,False,False,0
481,39,1,111233.09,1,1,1,123995.15,0.8970761356319416,0.5,1,39,0,1,False,True,True,0
669,42,9,0.0,2,0,0,135630.32,0.0,0.2,0,378,1,2,False,False,False,0
718,41,1,0.0,2,0,1,27509.52,0.0,1.0,2,41,1,3,False,False,False,1
488,32,3,114540.38,1,1,0,92568.07,1.2373638123681594,0.25,0,96,0,1,True,False,True,0
663,31,4,103430.11,2,0,1,36479.27,2.8353119455834697,0.4,2,124,0,2,False,True,True,0
639,38,5,0.0,2,0,0,93716.38,0.0,0.3333333333333333,0,190,1,2,False,False,False,0
704,40,6,95452.89,1,0,1,179964.55,0.5303982923274034,0.14285714285714285,1,240,0,3,False,False,False,0
660,20,6,167685.56,1,1,0,57929.9,2.894628853098406,0.14285714285714285,0,120,0,2,False,False,False,0
498,37,8,108432.88,2,1,1,14865.05,7.29448471365421,0.2222222222222222,2,296,0,1,True,False,True,0
620,22,0,0.0,1,1,0,32589.45,0.0,1.0,0,0,1,2,False,False,True,0
667,33,9,124573.33,2,0,0,683.37,182.29265232261784,0.2,0,297,0,2,True,False,True,0
786,32,9,0.0,2,1,0,133112.41,0.0,0.2,0,288,1,4,False,False,True,0
728,29,1,0.0,1,1,1,83056.22,0.0,0.5,1,29,1,3,False,True,False,0
405,31,5,133299.67,2,1,1,72950.14,1.827270927762068,0.3333333333333333,2,155,0,1,True,False,True,0
681,23,7,157761.56,1,0,0,147759.84,1.067689028351224,0.125,0,161,0,3,False,False,True,0
498,42,3,152039.7,1,1,1,53445.17,2.8447790510752466,0.25,1,126,0,1,True,False,True,1
706,48,10,104478.12,3,0,1,158248.71,0.660214670940065,0.2727272727272727,3,480,0,3,True,False,False,1
748,34,8,0.0,2,1,0,53584.03,0.0,0.2222222222222222,0,272,1,4,False,False,False,0
673,39,7,82255.51,2,1,0,109545.56,0.7508794514286944,0.25,0,273,0,3,False,False,True,0
554,46,7,87603.35,3,0,1,96929.24,0.903786617940017,0.375,3,322,0,1,False,True,False,1
608,33,4,0.0,1,0,1,130474.03,0.0,0.2,1,132,1,2,False,False,True,0
438,54,2,0.0,1,0,0,191763.07,0.0,0.3333333333333333,0,108,1,1,False,True,False,1
624,32,2,79368.87,2,1,1,145471.94,0.5455957348163116,0.6666666666666666,2,64,0,2,False,False,False,0
492,28,9,0.0,2,1,0,95957.09,0.0,0.2,0,252,1,1,False,False,False,0
728,43,8,128412.61,1,0,1,139024.31,0.9236701840064974,0.1111111111111111,1,344,0,3,False,True,False,0
773,41,9,102827.44,1,0,1,64595.25,1.591873086618724,0.1,1,369,0,4,False,True,True,0
618,31,4,0.0,2,1,0,29176.04,0.0,0.4,0,124,1,2,False,False,False,0
483,27,1,77805.66,1,1,1,2101.89,37.016998969015035,0.5,1,27,0,1,False,False,True,0
846,38,5,0.0,1,1,1,187616.16,0.0,0.16666666666666666,1,190,1,5,False,False,False,0
608,41,1,83807.86,1,0,1,112542.58,0.7446769036151057,0.5,1,41,0,2,False,True,False,0
490,31,3,145260.23,1,0,1,114066.77,1.273466672184428,0.25,1,93,0,1,False,True,True,0
756,26,5,155143.52,1,0,1,135034.57,1.1489170513806284,0.16666666666666666,1,130,0,4,True,False,False,1
609,77,1,0.0,1,0,1,18708.76,0.0,0.5,1,77,1,2,False,False,True,0
652,31,1,132862.59,1,0,0,158054.49,0.8406125634213832,0.5,0,31,0,2,False,True,True,0
626,36,2,181671.16,2,1,1,57531.14,3.1577882864278757,0.6666666666666666,2,72,0,2,True,False,True,0
685,33,1,0.0,3,0,1,70221.13,0.0,1.5,3,33,1,3,False,False,False,1
555,24,5,0.0,2,1,0,27513.47,0.0,0.3333333333333333,0,120,1,1,False,False,True,0
658,40,5,143566.12,1,1,1,189607.71,0.7571744840926712,0.16666666666666666,1,200,0,2,False,False,False,0
721,41,2,0.0,2,1,0,168219.75,0.0,0.6666666666666666,0,82,1,3,False,False,True,0
501,34,7,93244.42,1,0,1,199805.63,0.46667563871715384,0.125,1,238,0,1,True,False,False,0
583,24,9,135125.28,1,0,0,89801.9,1.5047040207222264,0.1,0,216,0,2,False,False,True,0
690,36,6,110480.48,1,0,0,81292.33,1.3590517087976313,0.14285714285714285,0,216,0,3,False,False,False,0
697,25,4,165686.11,2,1,0,15467.98,10.711554449209816,0.4,0,100,0,3,False,False,False,0
654,42,7,99263.09,1,1,1,67607.9,1.4682173236934115,0.125,1,294,0,2,False,False,True,0
414,60,3,0.0,2,1,1,93844.82,0.0,0.5,2,180,1,1,False,True,True,0
850,37,4,88141.1,1,1,0,109659.12,0.8037735484216565,0.2,0,148,0,5,False,True,True,0
534,38,3,0.0,1,0,0,143938.27,0.0,0.25,0,114,1,1,False,False,True,0
705,55,8,0.0,2,1,1,14392.68,0.0,0.2222222222222222,2,440,1,3,False,False,False,0
795,35,8,0.0,2,1,0,167155.36,0.0,0.2222222222222222,0,280,1,4,False,True,True,0
638,43,3,145860.98,1,1,1,142763.51,1.0216965105367493,0.25,1,129,0,2,False,False,False,1
754,39,3,160761.41,1,1,1,24156.03,6.6551254487324645,0.25,1,117,0,4,True,False,False,0
653,38,8,102133.38,1,1,1,166520.96,0.6133364832834658,0.1111111111111111,1,304,0,2,False,False,False,0
628,43,3,184926.61,1,1,0,122937.57,1.5042318633636222,0.25,0,129,0,2,False,True,True,0
639,22,4,0.0,2,1,0,28188.96,0.0,0.4,0,88,1,2,False,False,True,0
686,36,5,0.0,2,1,1,152979.14,0.0,0.3333333333333333,2,180,1,3,False,True,False,0
678,30,0,0.0,1,1,0,35113.08,0.0,1.0,0,0,1,3,False,True,True,0
800,40,3,75893.11,2,1,0,132562.23,0.572509303739289,0.5,0,120,0,4,False,False,False,0
793,35,2,0.0,2,1,1,79704.12,0.0,0.6666666666666666,2,70,1,4,False,False,True,0
616,59,5,153861.1,1,1,1,17699.48,8.692972900407641,0.16666666666666666,1,295,0,2,False,False,True,0
588,49,6,132623.76,3,1,0,36292.94,3.6542578252504687,0.42857142857142855,0,294,0,2,True,False,True,1
495,45,3,89158.94,3,1,0,135169.76,0.6596071488130214,0.75,0,135,0,1,False,True,False,1
445,33,7,0.0,2,1,0,122625.68,0.0,0.25,0,231,1,1,False,False,False,0
527,47,1,0.0,1,1,0,21312.16,0.0,0.5,0,47,1,1,False,False,True,1
564,24,6,149592.14,1,1,1,153771.8,0.9728190734518761,0.14285714285714285,1,144,0,1,False,True,False,0
739,40,1,109681.61,1,1,1,193321.3,0.5673539853054612,0.5,1,40,0,3,False,True,True,0
512,32,2,123403.85,2,1,0,80120.19,1.5402341157510957,0.6666666666666666,0,64,0,1,True,False,False,0
670,40,3,0.0,1,1,1,182650.15,0.0,0.25,1,120,1,2,False,True,False,0
752,37,5,113291.05,2,1,1,132467.54,0.8552363092055967,0.3333333333333333,2,185,0,4,True,False,False,0
828,37,4,0.0,2,1,0,94845.45,0.0,0.4,0,148,1,5,False,False,True,0
732,62,2,0.0,2,1,1,25438.87,0.0,0.6666666666666666,2,124,1,3,False,False,True,0
496,44,0,179356.28,2,1,0,2919.21,61.44000600798161,2.0,0,0,0,1,False,True,False,1
728,32,9,127772.1,2,1,1,152643.48,0.8370622839518788,0.2,2,288,0,3,True,False,False,0
593,40,2,0.0,1,1,1,5194.95,0.0,0.3333333333333333,1,80,1,2,False,True,False,0
684,56,3,127585.98,3,1,1,80593.49,1.5830804696311938,0.75,3,168,0,3,True,False,False,1
670,29,9,0.0,2,1,0,27359.19,0.0,0.2,0,261,1,2,False,True,False,0
709,31,6,0.0,2,1,1,71009.84,0.0,0.2857142857142857,2,186,1,3,False,False,True,0
530,48,0,0.0,1,1,0,85081.09,0.0,1.0,0,0,1,1,False,False,False,0
512,40,8,153537.57,2,0,0,23101.13,6.646322928504089,0.2222222222222222,0,320,0,1,True,False,False,0
630,42,6,0.0,2,1,0,162697.93,0.0,0.2857142857142857,0,252,1,2,False,False,True,0
668,34,0,0.0,1,0,0,99984.86,0.0,1.0,0,0,1,2,False,True,True,0
509,41,7,126683.8,1,0,1,114775.53,1.1037526901326116,0.125,1,287,0,1,False,True,True,0
431,45,5,83624.55,2,0,0,36899.62,2.2662713057135475,0.3333333333333333,0,225,0,1,True,False,True,0
739,41,8,0.0,1,1,0,191694.77,0.0,0.1111111111111111,0,328,1,3,False,True,False,1
665,33,2,101286.11,1,1,1,159840.51,0.6336698375109434,0.3333333333333333,1,66,0,2,False,False,True,0
567,41,1,0.0,2,1,0,3414.72,0.0,1.0,0,41,1,1,False,True,False,0
673,41,9,98612.1,1,1,0,151349.35,0.6515528477614766,0.1,0,369,0,3,True,False,False,0
668,28,4,107141.27,1,1,0,193018.71,0.5550823026402203,0.2,0,112,0,2,False,False,True,0
719,37,9,101455.7,1,1,0,25803.59,3.931844367239913,0.1,0,333,0,3,False,False,False,1
679,33,6,0.0,2,1,1,98015.85,0.0,0.2857142857142857,2,198,1,3,False,False,False,0
472,31,4,58662.92,2,0,1,73322.0,0.800072556656937,0.4,2,124,0,1,False,False,True,0
711,36,9,137688.71,1,1,1,46884.1,2.9367890179626612,0.1,1,324,0,3,False,False,True,0
720,44,3,86102.27,1,1,0,180134.88,0.47798777227110045,0.25,0,132,0,3,False,False,True,1
625,31,4,77743.01,2,1,0,75335.68,1.0319547125474682,0.4,0,124,0,2,True,False,True,0
792,28,4,130142.79,1,1,0,38190.78,3.40770180647246,0.2,0,112,0,4,False,False,False,0
593,38,5,142658.04,2,0,1,135337.11,1.0540940322942165,0.3333333333333333,2,190,0,2,True,False,False,0
686,26,1,57422.62,1,1,1,79189.4,0.7251301310437367,0.5,1,26,0,3,True,False,True,0
680,42,0,0.0,1,1,0,136377.21,0.0,1.0,0,0,1,3,False,True,True,0
700,43,0,0.0,2,1,0,59475.35,0.0,2.0,0,0,1,3,False,True,False,0
413,35,2,0.0,2,1,1,60972.84,0.0,0.6666666666666666,2,70,1,1,False,True,True,0
610,31,5,0.0,2,0,0,63736.36,0.0,0.3333333333333333,0,155,1,2,False,True,False,0
713,44,1,63438.91,1,1,0,64375.4,0.9854526729001225,0.5,0,44,0,3,False,False,True,0
410,50,2,102278.79,2,1,0,89822.48,1.1386769770647762,0.6666666666666666,0,100,0,1,True,False,False,0
616,18,6,0.0,2,1,1,27308.58,0.0,0.2857142857142857,2,108,1,2,False,False,True,0
598,20,8,180293.84,2,1,1,29552.7,6.100756952626976,0.2222222222222222,2,160,0,2,True,False,True,0
632,41,3,81877.38,1,1,1,33642.21,2.4337693628797346,0.25,1,123,0,2,True,False,False,0
674,44,4,131593.85,1,0,1,171345.02,0.7680051045500593,0.2,1,176,0,3,True,False,False,1
603,32,7,0.0,1,1,0,198055.94,0.0,0.125,0,224,1,2,False,False,True,1
626,26,8,0.0,2,0,0,191420.71,0.0,0.2222222222222222,0,208,1,2,False,True,True,0
617,44,9,49157.09,2,1,0,53294.17,0.9223727473207224,0.2,0,396,0,2,True,False,True,0
571,25,6,82506.72,2,1,0,167705.07,0.49197510844190945,0.2857142857142857,0,150,0,1,True,False,True,0
498,35,2,121968.11,2,0,1,188343.05,0.6475848723876587,0.6666666666666666,2,70,0,1,True,False,True,0
711,42,3,177626.77,3,0,1,16392.72,10.835710607462596,0.75,3,126,0,3,False,True,True,1
665,28,8,191402.82,2,1,0,83238.4,2.2994533772597814,0.2222222222222222,0,224,0,2,False,False,True,0
577,37,4,0.0,1,1,1,79881.39,0.0,0.2,1,148,1,1,False,False,False,0
589,45,1,0.0,1,0,0,125939.22,0.0,0.5,0,45,1,2,False,True,False,1
440,42,2,0.0,2,1,0,49826.68,0.0,0.6666666666666666,0,84,1,1,False,False,True,0
797,32,1,151922.94,1,1,0,8877.06,17.114105343760873,0.5,0,32,0,4,True,False,True,0
614,51,4,40685.92,1,1,1,46775.28,0.8698167065836951,0.2,1,204,0,2,False,False,True,0
714,54,4,137986.58,2,0,1,51308.54,2.6893491804153973,0.4,2,216,0,3,True,False,True,1
835,45,3,100212.13,1,1,0,152577.62,0.6567944237126205,0.25,0,135,0,5,False,True,True,0
744,38,9,0.0,2,0,0,20940.76,0.0,0.2,0,342,1,4,False,False,False,0
667,43,8,190227.46,1,1,0,97508.04,1.950889998384227,0.1111111111111111,0,344,0,2,False,False,True,1
577,36,3,121092.47,2,0,1,143783.46,0.8421863683010398,0.5,2,108,0,1,False,False,True,0
525,26,7,153644.39,1,1,1,63197.88,2.431163671907489,0.125,1,182,0,1,False,False,True,0
708,32,8,187487.63,1,1,1,120115.5,1.560894555643852,0.1111111111111111,1,256,0,3,False,True,False,0
734,45,2,0.0,2,1,0,99593.28,0.0,0.6666666666666666,0,90,1,3,False,False,True,0
699,40,2,0.0,1,1,0,78387.32,0.0,0.3333333333333333,0,80,1,3,False,True,True,0
418,34,8,155973.88,1,1,0,154208.96,1.0114449899603017,0.1111111111111111,0,272,0,1,False,False,True,0
746,36,9,127157.04,1,1,1,155700.15,0.816678981999589,0.1,1,324,0,4,False,False,True,0
840,43,7,0.0,2,1,0,90908.95,0.0,0.25,0,301,1,5,False,False,False,0
614,37,6,96340.81,2,1,1,139377.24,0.691223402036866,0.2857142857142857,2,222,0,2,True,False,False,1
545,37,9,110483.86,1,1,1,127394.67,0.867256534352126,0.1,1,333,0,1,True,False,True,0
632,34,2,0.0,2,0,0,165385.55,0.0,0.6666666666666666,0,68,1,2,False,False,False,0
691,28,1,0.0,2,0,0,92865.41,0.0,1.0,0,28,1,3,False,False,True,0
530,45,1,0.0,1,0,1,190663.89,0.0,0.5,1,45,1,1,False,False,False,1
722,37,9,0.0,2,1,0,31921.95,0.0,0.2,0,333,1,3,False,True,True,0
695,52,8,103023.26,1,1,1,22485.64,4.581735720905354,0.1111111111111111,1,416,0,3,True,False,True,0
709,37,9,0.0,2,1,0,16733.59,0.0,0.2,0,333,1,3,False,False,False,0
736,24,0,0.0,2,1,0,109355.73,0.0,2.0,0,0,1,3,False,False,False,1
653,44,8,0.0,2,1,1,154639.72,0.0,0.2222222222222222,2,352,1,2,False,False,True,0
655,45,7,57327.04,1,0,1,47349.0,1.210733911989467,0.125,1,315,0,2,False,False,False,0
695,37,2,0.0,2,1,1,99692.65,0.0,0.6666666666666666,2,74,1,3,False,False,True,0
519,39,1,97700.02,1,1,1,30709.03,3.1814752858302113,0.5,1,39,0,1,False,False,True,0
662,33,3,0.0,2,0,1,68064.83,0.0,0.5,2,99,1,2,False,True,True,0
512,40,5,0.0,2,1,1,146457.83,0.0,0.3333333333333333,2,200,1,1,False,False,True,0
583,39,1,129299.28,2,1,0,73107.6,1.7686161219658612,1.0,0,39,0,2,False,False,True,0
711,33,1,0.0,1,0,0,41590.4,0.0,0.5,0,33,1,3,False,False,True,0
526,32,7,125540.05,1,0,0,86786.41,1.44654042030951,0.125,0,224,0,1,False,False,True,0
584,59,1,0.0,1,0,1,130260.11,0.0,0.5,1,59,1,2,False,True,False,1
706,28,3,0.0,2,0,1,181543.67,0.0,0.5,2,84,1,3,False,True,True,0
555,30,1,0.0,2,0,0,88146.86,0.0,1.0,0,30,1,1,False,False,True,0
630,29,6,131354.39,1,0,1,9324.31,14.087304045651926,0.14285714285714285,1,174,0,2,True,False,True,1
691,40,1,0.0,2,1,1,145613.17,0.0,1.0,2,40,1,3,False,True,True,0
622,27,9,139834.93,1,1,1,152733.89,0.9155461829662325,0.1,1,243,0,2,False,True,True,0
489,46,8,92060.06,1,1,0,147222.95,0.6253105239324078,0.1111111111111111,0,368,0,1,True,False,False,1
779,26,0,0.0,2,0,1,111906.0,0.0,2.0,2,0,1,4,False,False,False,0
539,40,7,81132.21,1,1,0,167289.82,0.4849799587297961,0.125,0,280,0,1,False,False,False,0
488,34,2,0.0,2,1,1,181270.84,0.0,0.6666666666666666,2,68,1,1,False,False,False,0
711,58,9,91285.13,2,1,1,26767.85,3.4102525976718248,0.2,2,522,0,3,False,False,True,0
552,42,4,0.0,2,0,0,195692.3,0.0,0.4,0,168,1,1,False,True,True,0
584,31,5,0.0,2,1,0,31474.27,0.0,0.3333333333333333,0,155,1,2,False,False,True,0
745,36,8,145071.24,1,0,0,6078.46,23.86644643151942,0.1111111111111111,0,288,0,4,True,False,True,0
739,27,6,0.0,1,1,1,57572.38,0.0,0.14285714285714285,1,162,1,3,False,False,False,0
694,42,3,156864.2,2,0,0,88890.75,1.7646853018816395,0.5,0,126,0,3,False,False,True,0
660,37,2,133200.09,1,0,0,71433.88,1.8646626782436477,0.3333333333333333,0,74,0,2,True,False,False,0
687,34,7,111388.18,2,1,0,148564.76,0.7497617873797946,0.25,0,238,0,3,True,False,False,0
555,37,9,124969.13,1,1,0,60194.05,2.0761043657624616,0.1,0,333,0,1,False,False,True,0
785,36,2,0.0,1,0,1,61811.1,0.0,0.3333333333333333,1,72,1,4,False,False,True,0
545,33,7,173331.52,1,1,0,150452.88,1.152065151553416,0.125,0,231,0,1,False,True,False,0
710,36,4,116085.06,1,1,0,58601.61,1.9809192955282129,0.2,0,144,0,3,False,False,False,0
613,30,9,111927.45,1,1,1,175795.87,0.6366898721759693,0.1,1,270,0,2,False,True,True,0
677,25,8,130866.19,1,1,0,42410.21,3.085723697121855,0.1111111111111111,0,200,0,3,False,True,False,0
492,51,8,117808.74,2,1,1,67311.12,1.7502121491701492,0.2222222222222222,2,408,0,1,True,False,True,0
626,49,9,171787.84,2,1,0,187192.23,0.9177081762372417,0.2,0,441,0,2,True,False,True,0
621,55,7,131033.76,1,0,1,75685.59,1.7312907251997207,0.125,1,385,0,2,True,False,False,1
799,28,3,142253.65,1,1,0,45042.56,3.1582052617977707,0.25,0,84,0,4,False,True,False,0
572,54,9,97382.53,1,1,1,195771.95,0.49742841096235985,0.1,1,486,0,1,True,False,False,0
706,57,7,0.0,1,1,0,17941.16,0.0,0.125,0,399,1,3,False,True,True,1
607,38,3,98205.77,1,1,0,176318.27,0.5569801132885607,0.25,0,114,0,2,True,False,True,0
674,36,2,0.0,2,1,1,182787.17,0.0,0.6666666666666666,2,72,1,3,False,True,True,0
710,33,2,0.0,2,1,0,72945.32,0.0,0.6666666666666666,0,66,1,3,False,False,False,0
751,44,10,0.0,2,1,0,170634.49,0.0,0.18181818181818182,0,440,1,4,False,False,False,0
596,47,6,0.0,1,1,0,74835.65,0.0,0.14285714285714285,0,282,1,2,False,False,True,0
789,27,6,0.0,2,1,0,103603.65,0.0,0.2857142857142857,0,162,1,4,False,False,True,0
615,42,4,0.0,3,0,1,120321.09,0.0,0.6,3,168,1,2,False,True,True,0
629,34,6,0.0,2,1,0,190347.72,0.0,0.2857142857142857,0,204,1,2,False,True,True,0
670,41,10,0.0,3,1,0,81602.02,0.0,0.2727272727272727,0,410,1,2,False,False,False,0
556,26,4,0.0,1,1,0,195167.38,0.0,0.2,0,104,1,1,False,False,True,0
731,41,3,0.0,2,1,0,101371.72,0.0,0.5,0,123,1,3,False,True,True,0
499,31,4,0.0,1,1,0,25950.49,0.0,0.2,0,124,1,1,False,False,True,0
664,31,7,104158.84,1,1,0,134169.85,0.7763207605823788,0.125,0,217,0,2,False,False,False,0
429,24,4,95741.75,1,1,0,46170.75,2.073645110766586,0.2,0,96,0,1,False,False,True,0
508,31,8,72541.48,1,1,0,129803.08,0.5588579254008544,0.1111111111111111,0,248,0,1,False,False,True,0
726,36,2,0.0,1,1,0,195192.4,0.0,0.3333333333333333,0,72,1,3,False,True,True,0
628,36,3,0.0,2,1,1,8742.91,0.0,0.5,2,108,1,2,False,False,True,0
800,38,1,0.0,2,1,0,51553.43,0.0,1.0,0,38,1,4,False,True,True,0
582,39,5,0.0,2,1,1,129892.93,0.0,0.3333333333333333,2,195,1,2,False,False,True,0
584,35,9,0.0,2,1,0,192381.21,0.0,0.2,0,315,1,2,False,False,True,0
615,58,3,72309.3,1,1,1,85687.09,0.8438762478589964,0.25,1,174,0,2,True,False,True,1
564,44,3,111760.4,3,1,1,104722.47,1.0672055385910282,0.75,3,132,0,1,True,False,False,1
752,44,6,83870.33,1,1,0,178722.24,0.4692775224814255,0.14285714285714285,0,264,0,4,False,True,True,0
573,35,9,0.0,2,1,0,11743.89,0.0,0.2,0,315,1,1,False,False,True,0
644,40,8,93183.19,1,1,0,73882.49,1.2612351045388261,0.1111111111111111,0,320,0,2,False,False,True,0
508,44,3,115451.05,2,0,0,67234.33,1.7171443516769316,0.5,0,132,0,1,False,False,True,0
702,50,3,0.0,2,0,0,94949.84,0.0,0.5,0,150,1,3,False,False,True,0
731,30,7,0.0,2,1,1,184581.68,0.0,0.25,2,210,1,3,False,False,True,0
630,67,5,0.0,2,1,1,27330.27,0.0,0.3333333333333333,2,335,1,2,False,False,True,0
